!# Results of ROTMAS saved at 13-Oct-2007 (11:46:33)
!# User velocity         : Vu=SQRT(4*{PI}*4.321*RHO*RC*RC*(1-(RC/R)*ATAN(R/RC)))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 158.738
!# Red. Chi-square (N=288,n=3) : 0.556977
!# Parameter name  :           RC         RHO          MD          MG
!# Parameter value :     3.761450    28.590401     1.579930     1.000000 
!# Parameter error :     0.153597     1.909486     0.037342     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
    7.378     28.52    73.649         0     126.1     4.523   98.2569   126.063         0         0   
     7.44     28.78   73.4827         0     126.4     4.326   98.5875   126.283         0         0   
    7.503     28.93   73.0492         0     126.6     4.346   98.9193   126.326         0         0   
    7.565     29.07   72.7843         0     127.1     4.361   99.2418   126.458         0         0   
    7.628     29.09    72.352         0     127.7     4.569   99.5654   126.469         0         0   
     7.69     29.09   72.0165         0     128.1     4.667     99.88   126.525         0         0   
    7.753     29.45   71.7919         0     127.9     4.857   100.196    126.73         0         0   
    7.816      29.8    71.327         0     128.3     4.623   100.508   126.797         0         0   
    7.878     29.85   70.9716         0     128.1     4.432   100.811    126.85         0         0   
    7.941     30.16   70.7364         0     127.4     4.429   101.116   127.034         0         0   
    8.003     30.45   70.3376         0     127.8     4.099   101.412   127.118         0         0   
    8.066     30.25   70.1733         0     128.3     3.842   101.709   127.217         0         0   
    8.128     30.01   69.9483         0     128.5     4.034   101.998   127.267         0         0   
    8.191     29.91   69.4376         0     128.7     4.137   102.288   127.197         0         0   
    8.253     29.83   69.0729         0     129.1     4.092   102.571   127.207         0         0   
    8.316     30.01   68.7616         0     129.2     4.198   102.854    127.31         0         0   
    8.378     30.46   68.5529         0     129.2     4.378    103.13   127.527         0         0   
    8.441     30.74   68.4779         0     129.3     4.586   103.407   127.778         0         0   
    8.503     30.67   68.1125         0     129.4      4.73   103.677   127.784         0         0   
    8.566      30.6   67.5655         0     129.3     4.858   103.948   127.697         0         0   
    8.628     30.64   67.4119         0     129.2     4.982   104.211    127.84         0         0   
    8.691     30.74   67.1756         0     128.9     5.176   104.476   127.956         0         0   
    8.753     30.99   67.0339         0     128.9     5.194   104.733   128.152         0         0   
    8.816     31.33   66.8993         0     128.3     5.104   104.992   128.376         0         0   
    8.878     31.65   66.4991         0     128.5     4.761   105.244   128.453         0         0   
    8.941     31.84   66.1289         0     128.4     4.699   105.497   128.516         0         0   
    9.003     31.79   66.0169         0     128.5     4.662   105.743   128.648         0         0   
    9.066     31.81   65.8157         0       128     4.809    105.99   128.754         0         0   
    9.129     31.83   65.7056         0     127.8     4.859   106.235   128.904         0         0   
    9.191     31.78   65.5672         0     127.5      4.51   106.473   129.018         0         0   
    9.254     31.77   65.2017         0       128     4.462   106.712   129.028         0         0   
    9.316     31.75   65.0043         0     128.2     4.679   106.945   129.116         0         0   
    9.379     31.81   64.8726         0     127.9     4.566    107.18   129.259         0         0   
    9.441     31.94    64.719         0     127.7     4.504   107.408   129.403         0         0   
    9.504     32.15   64.5498         0     127.8     5.378   107.637   129.561         0         0   
    9.566     32.51   64.2441         0     127.7     4.901    107.86   129.684         0         0   
    9.629     32.88   63.8451         0     127.5     4.363   108.084   129.767         0         0   
    9.691     33.05   63.6516         0     127.6      4.31   108.303   129.897         0         0   
    9.754     33.09   63.4913         0     127.7       4.3   108.523   130.013         0         0   
    9.816     33.09    63.344         0     127.6     4.438   108.737   130.119         0         0   
    9.879     33.48    63.183         0     127.3     4.651   108.952   130.321         0         0   
    9.941     34.02   62.8219         0     127.4     4.704   109.161   130.461         0         0   
       10     34.27   62.5186         0     127.3     4.688   109.359   130.546         0         0   
    10.07     34.41   62.3501         0     127.3     4.423    109.59   130.697         0         0   
    10.13     34.35   62.2125         0     127.2     4.441   109.787    130.78         0         0   
    10.19     34.23    62.077         0     127.4     4.289   109.982   130.848         0         0   
    10.25     34.33   61.8851         0     127.7     4.188   110.174   130.945         0         0   
    10.32     34.69   61.4735         0       128     3.976   110.397   131.034         0         0   
    10.38     35.08   61.2469         0     128.1     3.966   110.586   131.191         0         0   
    10.44     35.34    61.124         0     128.3     3.959   110.772   131.361         0         0   
     10.5     35.34   60.9992         0     128.2     3.995   110.958   131.459         0         0   
    10.57     35.48   60.8525         0     128.6     3.833   111.171   131.609         0         0   
    10.63     35.76   60.5546         0       129      3.64   111.353   131.701         0         0   
    10.69     35.93   60.2343         0     129.8     3.548   111.532   131.752         0         0   
    10.75     36.03    60.069         0     130.1     3.622    111.71   131.855         0         0   
    10.82      36.1   59.9487         0     130.3     3.611   111.916   131.993         0         0   
    10.88      36.3   59.8252         0     130.4     3.543    112.09    132.14         0         0   
    10.94     36.55   59.6806         0     130.4     4.284   112.263    132.29         0         0   
       11     36.66   59.3514         0     130.5     4.247   112.434   132.318         0         0   
    11.07      36.7   59.0582         0     130.8     3.351   112.632   132.366         0         0   
    11.13     36.74   58.9276         0     130.6      3.38     112.8   132.461         0         0   
    11.19     36.89   58.8413         0     130.6     3.313   112.966   132.606         0         0   
    11.25     37.14   58.7265         0     130.9     3.134   113.131   132.766         0         0   
    11.32     37.25   58.4923         0     131.1     3.106   113.321   132.855         0         0   
    11.38     37.34   58.1783         0     130.8      3.13   113.482   132.881         0         0   
    11.44     37.35   57.9747         0     130.7      3.19   113.643   132.931         0         0   
     11.5     37.32   57.8567         0     130.5      3.18   113.801   133.007         0         0   
    11.57     37.31   57.7596         0     130.8     3.166   113.985   133.119         0         0   
    11.63     37.38   57.6416         0     130.9      3.89    114.14   133.221         0         0   
    11.69     37.53   57.3815         0     131.3     3.023   114.294   133.283         0         0   
    11.75     37.66    57.108         0     131.5     2.965   114.447   133.333         0         0   
    11.82     37.71   56.9203         0     131.5     3.053   114.624   133.419         0         0   
    11.88     37.68   56.8178         0     131.7     3.169   114.774   133.496         0         0   
    11.94     37.57   56.7581         0       132      3.13   114.923   133.567         0         0   
       12     37.54   56.6124         0     131.8     3.131    115.07   133.624         0         0   
    12.07     37.45   56.2901         0     132.2     3.164   115.241    133.61         0         0   
