!# Results of ROTMAS saved at 12-May-2008 (13:40:38)
!# User velocity         : Vu=SQRT(4*{PI}*4.321*RHO*RC*RC*(1-(RC/R)*ATAN(R/RC)))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 298.486
!# Red. Chi-square (N=288,n=2) : 1.043659
!# Parameter name  :           RC         RHO          MD          MG
!# Parameter value :     1.488780   152.768997     0.710000     1.000000 
!# Parameter error :     0.041382     7.504510     0.000000     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
    9.129     31.83   44.0466         0     127.8     4.859       119   130.821         0         0   
    9.191     31.78   43.9538         0     127.5      4.51   119.106   130.874         0         0   
    9.254     31.77   43.7088         0       128     4.462   119.213   130.887         0         0   
    9.316     31.75   43.5765         0     128.2     4.679   119.316   130.932         0         0   
    9.379     31.81   43.4882         0     127.9     4.566    119.42   131.012         0         0   
    9.441     31.94   43.3852         0     127.7     4.504   119.521   131.102         0         0   
    9.504     32.15   43.2718         0     127.8     5.378   119.622   131.208         0         0   
    9.566     32.51   43.0669         0     127.7     4.901   119.721   131.319         0         0   
    9.629     32.88   42.7994         0     127.5     4.363    119.82   131.414         0         0   
    9.691     33.05   42.6697         0     127.6      4.31   119.916   131.502         0         0   
    9.754     33.09   42.5623         0     127.7       4.3   120.013   131.566         0         0   
    9.816     33.09   42.4635         0     127.6     4.438   120.106   131.619         0         0   
    9.879     33.48   42.3556         0     127.3     4.651   120.201   131.769         0         0   
    9.941     34.02   42.1135         0     127.4     4.704   120.292   131.913         0         0   
       10     34.27   41.9102         0     127.3     4.688   120.378   131.992         0         0   
    10.07     34.41   41.7972         0     127.3     4.423   120.479   132.085         0         0   
    10.13     34.35    41.705         0     127.2     4.441   120.565   132.118         0         0   
    10.19     34.23   41.6141         0     127.4     4.289   120.649   132.135         0         0   
    10.25     34.33   41.4855         0     127.7     4.188   120.733   132.197         0         0   
    10.32     34.69   41.2096         0       128     3.976   120.829   132.293         0         0   
    10.38     35.08   41.0577         0     128.1     3.966   120.911   132.423         0         0   
    10.44     35.34   40.9753         0     128.3     3.959   120.992    132.54         0         0   
     10.5     35.34   40.8916         0     128.2     3.995   121.072   132.587         0         0   
    10.57     35.48   40.7933         0     128.6     3.833   121.164   132.678         0         0   
    10.63     35.76   40.5936         0       129      3.64   121.242   132.764         0         0   
    10.69     35.93   40.3789         0     129.8     3.548   121.319   132.814         0         0   
    10.75     36.03   40.2681         0     130.1     3.622   121.395   132.878         0         0   
    10.82      36.1   40.1874         0     130.3     3.611   121.483   132.953         0         0   
    10.88      36.3   40.1046         0     130.4     3.543   121.558    133.05         0         0   
    10.94     36.55   40.0077         0     130.4     4.284   121.632   133.157         0         0   
       11     36.66    39.787         0     130.5     4.247   121.705   133.188         0         0   
    11.07      36.7   39.5904         0     130.8     3.351   121.789   133.217         0         0   
    11.13     36.74   39.5029         0     130.6      3.38    121.86   133.268         0         0   
    11.19     36.89   39.4451         0     130.6     3.313   121.931   133.357         0         0   
    11.25     37.14   39.3681         0     130.9     3.134   122.001   133.467         0         0   
    11.32     37.25   39.2111         0     131.1     3.106   122.082   133.526         0         0   
    11.38     37.34   39.0006         0     130.8      3.13    122.15   133.552         0         0   
    11.44     37.35   38.8641         0     130.7      3.19   122.218   133.577         0         0   
     11.5     37.32    38.785         0     130.5      3.18   122.285   133.607         0         0   
    11.57     37.31   38.7199         0     130.8     3.166   122.363   133.656         0         0   
    11.63     37.38   38.6408         0     130.9      3.89   122.428   133.713         0         0   
    11.69     37.53   38.4665         0     131.3     3.023   122.493   133.764         0         0   
    11.75     37.66   38.2831         0     131.5     2.965   122.558   133.807         0         0   
    11.82     37.71   38.1573         0     131.5     3.053   122.632   133.853         0         0   
    11.88     37.68   38.0886         0     131.7     3.169   122.695   133.883         0         0   
    11.94     37.57   38.0485         0       132      3.13   122.758   133.898         0         0   
       12     37.54   37.9509         0     131.8     3.131   122.819   133.918         0         0   
    12.07     37.45   37.7348         0     132.2     3.164   122.891   133.898         0         0   
    12.13     37.36   37.5824         0     133.1     3.324   122.951   133.885         0         0   
    12.19      37.4   37.4985         0     133.1     3.218   123.011   133.928         0         0   
    12.25     37.48   37.4312         0     133.3     3.178   123.071   133.986         0         0   
    12.32     37.44    37.383         0     132.9     3.189   123.139   134.024         0         0   
    12.38      37.5   37.2544         0     132.5      3.04   123.198   134.059         0         0   
    12.44     37.64   37.0749         0     132.9     3.948   123.255   134.101         0         0   
     12.5     37.71   36.9456         0     133.3     3.372   123.312   134.138         0         0   
    12.57     37.73    36.859         0     133.4      3.39   123.378    134.18         0         0   
    12.63     37.71   36.8363         0     133.1     3.353   123.434    134.22         0         0   
    12.69     37.62   36.7589         0     133.2     3.488    123.49   134.225         0         0   
    12.75     37.55   36.6048         0     133.1     3.537   123.545   134.214         0         0   
    12.82      37.4   36.4213         0     133.9     3.615   123.609    134.18         0         0   
    12.88     37.36   36.3254         0     133.3     6.303   123.662   134.193         0         0   
    12.94     37.46   36.2591         0     133.4     3.781   123.716   134.252         0         0   
    13.01     37.46   36.2316         0     133.9     3.714   123.778   134.302         0         0   
    13.07     37.29   36.1322         0     134.2     4.379    123.83   134.276         0         0   
    13.13     37.17   35.9643         0     134.9      4.65   123.882   134.245         0         0   
    13.19     37.17   35.8261         0       135     4.179   123.934   134.256         0         0   
    13.26     37.11   35.7347         0     134.1      4.45   123.993    134.27         0         0   
    13.32     37.05   35.6766         0     134.3      4.59   124.044   134.285         0         0   
    13.38     36.95   35.6594         0     134.3     4.576   124.094   134.299         0         0   
    13.44     36.89   35.5417         0     135.4     4.159   124.144   134.297         0         0   
    13.51     36.99   35.3629         0     136.5     4.006   124.201    134.33         0         0   
    13.57      37.1   35.2521         0     136.8     4.374    124.25   134.377         0         0   
    13.63     37.15   35.1839         0     137.4     3.889   124.298   134.417         0         0   
    13.69     37.29   35.1265         0     137.8     4.052   124.346   134.486         0         0   
    13.76     37.51   35.0915         0     138.5     4.291   124.402   134.589         0         0   
    13.82     37.59    34.944         0     139.4     4.718   124.449   134.616         0         0   
    13.88      37.5   34.8118         0     139.1     4.675   124.495     134.6         0         0   
    13.94     37.51   34.7193         0     139.9     5.065   124.542   134.622         0         0   
    14.01     37.61   34.6478         0     141.2     4.729   124.595   134.681         0         0   
    14.07      37.5   34.6477         0     142.4     4.556   124.641   134.692         0         0   
    14.13     37.29   34.5571         0     142.9       4.8   124.686   134.652         0         0   
    14.19     37.26   34.4094         0     143.9     4.446    124.73   134.648         0         0   
    14.26      37.3    34.269         0     141.4     4.846   124.782   134.671         0         0   
    14.32     37.27   34.1985         0     142.1     4.415   124.826   134.685         0         0   
    14.38     37.16   34.1441         0     141.6      4.61    124.87   134.682         0         0   
    14.44     37.11   34.1448         0     141.1     6.545   124.913   134.708         0         0   
    14.51     37.15   34.0119         0     139.8     4.895   124.963   134.732         0         0   
    14.57      37.2   33.8801         0     140.8     4.557   125.005   134.752         0         0   
    14.63     37.18    33.776         0     140.3      4.94   125.048   134.759         0         0   
    14.69     37.16   33.7119         0     139.7     4.891   125.089   134.777         0         0   
    14.76     37.13   33.6538         0     140.2     4.893   125.138   134.799         0         0   
    14.82     36.98   33.6419         0     139.7     4.545   125.179   134.793         0         0   
    14.88     36.88   33.5108         0     139.5     4.288    125.22    134.77         0         0   
    14.94     36.88   33.3938         0     138.5     4.278    125.26   134.779         0         0   
    15.01     37.01   33.2947         0     137.3     4.754   125.307   134.834         0         0   
    15.07      37.2   33.2385         0     138.3     4.406   125.347   134.909         0         0   
    15.13     37.35     33.19         0       141     3.761   125.386   134.975         0         0   
    15.19     37.39   33.1693         0     141.6     3.656   125.426   135.018         0         0   
    15.26     37.35   33.0196         0     140.7     3.531   125.471   135.012         0         0   
    15.32     37.32   32.9113         0     139.5     3.432   125.509   135.013         0         0   
    15.38      37.3   32.8448         0     140.6     3.371   125.548   135.027         0         0   
    15.44     37.26   32.7932         0     139.5     3.475   125.586   135.039         0         0   
    15.51     37.24   32.7947         0     138.7     3.367    125.63   135.074         0         0   
    15.57     37.18   32.6866         0     139.5     3.159   125.667   135.066         0         0   
    15.63     37.06   32.5696         0     141.1      3.13   125.704    135.04         0         0   
    15.69     36.92   32.4714         0       140     3.084   125.741   135.012         0         0   
    15.76     36.73   32.4042         0     140.1     3.011   125.783   134.984         0         0   
    15.82     36.58   32.3589         0     140.9     2.845    125.82   134.966         0         0   
    15.88     36.45   32.3599         0     140.9     2.843   125.856   134.964         0         0   
    15.94     36.39   32.2426         0     140.5     3.088   125.891   134.953         0         0   
    16.01     36.26   32.1212         0     139.6     2.813   125.933   134.928         0         0   
    16.07     36.16    32.044         0     138.2     3.083   125.968   134.916         0         0   
    16.13     36.14   31.9916         0     136.5     4.838   126.003    134.93         0         0   
    16.19     36.24   31.9493         0     135.9     4.495   126.037    134.98         0         0   
    16.26     36.27   31.9216         0     135.3     4.074   126.077   135.018         0         0   
    16.32     36.23   31.8063         0     136.1     5.706   126.111   135.012         0         0   
    16.38     36.15   31.7082         0     136.3     4.518   126.145   134.999         0         0   
    16.44     36.02   31.6439         0     135.7     4.072   126.179   134.981         0         0   
    16.51     35.79   31.5895         0     135.5     3.552   126.218   134.943         0         0   
    16.57      35.6   31.5482         0     135.5     3.318   126.251   134.915         0         0   
    16.63     35.44   31.5103         0     135.1      3.64   126.284   134.894         0         0   
    16.69     35.34   31.4055         0     134.9     2.521   126.316   134.874         0         0   
    16.76      35.2   31.3031         0     134.3      2.02   126.354   134.849         0         0   
    16.82     35.05   31.2523         0     134.4     1.982   126.386   134.828         0         0   
    16.88     34.93   31.2093         0     135.4     1.907   126.418   134.817         0         0   
    16.94     34.87   31.2206         0     134.5     1.987    126.45   134.834         0         0   
    17.01     34.91   31.0967         0     133.7      2.03   126.487    134.85         0         0   
    17.07        35   31.0059         0     133.2     2.648   126.518   134.882         0         0   
    17.13     35.08   30.9322         0     133.2     2.348   126.549   134.915         0         0   
    17.19     35.09   30.8834         0       134     2.946    126.58   134.935         0         0   
    17.26        35   30.8386         0     134.3     4.443   126.615   134.935         0         0   
    17.32     34.97    30.828         0     135.5     5.942   126.646   134.953         0         0   
    17.38     34.93   30.7247         0     135.3     5.264   126.676   134.948         0         0   
    17.44     34.89   30.6378         0     134.2     4.969   126.706   134.946         0         0   
    17.51     34.82   30.5678         0     134.6     4.842    126.74   134.944         0         0   
    17.57     34.74   30.5244         0     135.9     3.963    126.77   134.942         0         0   
    17.63     34.62   30.4889         0     137.3     4.521   126.799    134.93         0         0   
    17.69     34.59   30.4632         0     137.5     5.241   126.828   134.944         0         0   
    17.76     34.54   30.3558         0     138.6     5.564   126.862   134.939         0         0   
    17.82     34.53   30.2754         0     137.1     5.836   126.891   134.945         0         0   
    17.88     34.48   30.2283         0     136.9     5.429   126.919   134.949         0         0   
    17.94     34.49   30.1895         0     137.2      5.07   126.948   134.969         0         0   
    18.01     34.48   30.1492         0     138.5     4.721   126.981   134.989         0         0   
